brand,category,Size,Sleeve,Bust,Letter Size,Numeric Size,Waist,Hips,Length,Inseam,Height
Roamans Size Charts,Plus Tops - Numeric Sizes,36,,60½ - 62,,,54 - 55½,62½ - 64,,,
Roamans Size Charts,Plus Tops - Numeric Sizes,38,,62½ - 64,,,56 - 57½,64½ - 66,,,
Roamans Size Charts,Plus Tops - Numeric Sizes,40,,64½ - 66,,,58 - 59½,66½ - 68,,,
Roamans Size Charts,Plus Tops - Numeric Sizes,42,,66½ - 68,,,60 - 61½,68½ - 70,,,
Roamans Size Charts,Plus Tops - Numeric Sizes,44,,68½ - 70,,,62 - 63½,70½ - 72,,,
Roamans Size Charts,Plus Tops - Numeric Sizes,46,,70½ - 72,,,64 - 65½,72½ - 74,,,
Roamans Size Charts,Plus Tops - Numeric Sizes,48,,72½ - 74,,,66 - 67½,74½ - 76,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",S,,,,,30 - 31½,39 - 40,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",M,,,,,32 - 35½,40½ - 44,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",L,,,,,36 - 39½,44½ - 48,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",1X,,,,,40 - 43½,48½ - 52,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",2X,,,,,44 - 47½,52½ - 56,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",3X,,,,,48 - 51½,56½ - 60,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",4X,,,,,52 - 55½,60½ - 64,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",5X,,,,,56 - 59½,64½ - 68,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",6X,,,,,60 - 63½,68½ - 72,,,
Roamans Size Charts,"Plus, Petite Bottoms - Alpha Sizes",7X,,,,,64 - 67½,72½ - 76,,,
Roamans Size Charts,"Plus, Tall Bottoms - Alpha Sizes",,,,,,,,Petite,28 - 29,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,S,,,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,M,,,,,32 - 35½,40½ - 44,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,L,,,,,36 - 39½,44½ - 48,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,1X,,,,,40 - 43½,48½ - 52,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,2X,,,,,44 - 47½,52½ - 56,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,3X,,,,,48 - 51½,56½ - 60,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,4X,,,,,52 - 55½,60½ - 64,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,5X,,,,,56 - 59½,64½ - 68,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,6X,,,,,60 - 63½,68½ - 72,,,
Roamans Size Charts,Plus Bottoms - Alpha Sizes,7X,,,,,64 - 67½,72½ - 76,,,
Roamans Size Charts,"Plus, Petite Bottoms - Numeric Sizes",,,,,,,,Tall,33,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",S,,,,,30 - 31½,39 - 40,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",M,,,,,32 - 35½,40½ - 44,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",L,,,,,36 - 39½,44½ - 48,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",1X,,,,,40 - 43½,48½ - 52,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",2X,,,,,44 - 47½,52½ - 56,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",3X,,,,,48 - 51½,56½ - 60,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",4X,,,,,52 - 55½,60½ - 64,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",5X,,,,,56 - 59½,64½ - 68,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",6X,,,,,60 - 63½,68½ - 72,,,
Roamans Size Charts,"Plus, Tall Bottoms - Numeric Sizes",7X,,,,,64 - 67½,72½ - 76,,,
Roamans Size Charts,Plus Bottoms - Numeric Sizes,,,,,,,,Average,32,
Roamans Size Charts,Plus Dresses - Alpha Sizes,12,,,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,14,,,,,32 - 33½,40½ - 42,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,16,,,,,34 - 35½,42½ - 44,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,18,,,,,36 - 37½,44½ - 46,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,20,,,,,38 - 39½,46½ - 48,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,22,,,,,40 - 41½,48½ - 50,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,24,,,,,42 - 43½,50½ - 52,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,26,,,,,44 - 45½,52½ - 54,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,28,,,,,46 - 47½,54½ - 56,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,30,,,,,48 - 49½,56½ - 58,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,32,,,,,50 - 51½,58½ - 60,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,34,,,,,52 - 53½,60½ - 62,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,36,,,,,54 - 55½,62½ - 64,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,38,,,,,56 - 57½,64½ - 66,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,40,,,,,58 - 59½,66½ - 68,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,42,,,,,60 - 61½,68½ - 70,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,44,,,,,62 - 63½,70½ - 72,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,46,,,,,64 - 65½,72½ - 74,,,
Roamans Size Charts,Plus Dresses - Alpha Sizes,48,,,,,66 - 67½,74½ - 76,,,
Roamans Size Charts,Plus Dresses - Numeric Sizes,,,,,,,,Petite,28 - 29,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,12,,,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,14,,,,,32 - 33½,40½ - 42,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,16,,,,,34 - 35½,42½ - 44,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,18,,,,,36 - 37½,44½ - 46,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,20,,,,,38 - 39½,46½ - 48,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,22,,,,,40 - 41½,48½ - 50,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,24,,,,,42 - 43½,50½ - 52,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,26,,,,,44 - 45½,52½ - 54,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,28,,,,,46 - 47½,54½ - 56,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,30,,,,,48 - 49½,56½ - 58,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,32,,,,,50 - 51½,58½ - 60,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,34,,,,,52 - 53½,60½ - 62,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,36,,,,,54 - 55½,62½ - 64,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,38,,,,,56 - 57½,64½ - 66,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,40,,,,,58 - 59½,66½ - 68,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,42,,,,,60 - 61½,68½ - 70,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,44,,,,,62 - 63½,70½ - 72,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,46,,,,,64 - 65½,72½ - 74,,,
Roamans Size Charts,Plus Jackets and Coats - Alpha Sizes,48,,,,,66 - 67½,74½ - 76,,,
Roamans Size Charts,Plus Jackets and Coats - Numeric Sizes,,,,,,,,Tall,33,
Roamans Size Charts,Category 13,12,,,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Category 13,14,,,,,32 - 33½,40½ - 42,,,
Roamans Size Charts,Category 13,16,,,,,34 - 35½,42½ - 44,,,
Roamans Size Charts,Category 13,18,,,,,36 - 37½,44½ - 46,,,
Roamans Size Charts,Category 13,20,,,,,38 - 39½,46½ - 48,,,
Roamans Size Charts,Category 13,22,,,,,40 - 41½,48½ - 50,,,
Roamans Size Charts,Category 13,24,,,,,42 - 43½,50½ - 52,,,
Roamans Size Charts,Category 13,26,,,,,44 - 45½,52½ - 54,,,
Roamans Size Charts,Category 13,28,,,,,46 - 47½,54½ - 56,,,
Roamans Size Charts,Category 13,30,,,,,48 - 49½,56½ - 58,,,
Roamans Size Charts,Category 13,32,,,,,50 - 51½,58½ - 60,,,
Roamans Size Charts,Category 13,34,,,,,52 - 53½,60½ - 62,,,
Roamans Size Charts,Category 13,36,,,,,54 - 55½,62½ - 64,,,
Roamans Size Charts,Category 13,38,,,,,56 - 57½,64½ - 66,,,
Roamans Size Charts,Category 13,40,,,,,58 - 59½,66½ - 68,,,
Roamans Size Charts,Category 13,42,,,,,60 - 61½,68½ - 70,,,
Roamans Size Charts,Category 13,44,,,,,62 - 63½,70½ - 72,,,
Roamans Size Charts,Category 13,46,,,,,64 - 65½,72½ - 74,,,
Roamans Size Charts,Category 13,48,,,,,66 - 67½,74½ - 76,,,
Roamans Size Charts,Category 14,,,,,,,,Average,32,
Roamans Size Charts,Category 15,S,,37 - 38,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Category 15,M,,38½ - 42,,,32 - 35½,40½ - 44,,,
Roamans Size Charts,Category 15,L,,42½ - 46,,,36 - 39½,44½ - 48,,,
Roamans Size Charts,Category 15,1X,,46½ - 50,,,40 - 43½,48½ - 52,,,
Roamans Size Charts,Category 15,2X,,50½ - 54,,,44 - 47½,52½ - 56,,,
Roamans Size Charts,Category 15,3X,,54½ - 58,,,48 - 51½,56½ - 60,,,
Roamans Size Charts,Category 15,4X,,58½ - 62,,,52 - 55½,60½ - 64,,,
Roamans Size Charts,Category 15,5X,,62½ - 66,,,56 - 59½,64½ - 68,,,
Roamans Size Charts,Category 15,6X,,66½ - 70,,,60 - 63½,68½ - 72,,,
Roamans Size Charts,Category 15,7X,,70½ - 74,,,64 - 67½,72½ - 76,,,
Roamans Size Charts,Category 16,12,,37 - 38,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Category 16,14,,38½ - 40,,,32 - 33½,40½ - 42,,,
Roamans Size Charts,Category 16,16,,40½ - 42,,,34 - 35½,42½ - 44,,,
Roamans Size Charts,Category 16,18,,42½ - 44,,,36 - 37½,44½ - 46,,,
Roamans Size Charts,Category 16,20,,44½ - 46,,,38 - 39½,46½ - 48,,,
Roamans Size Charts,Category 16,22,,46½ - 48,,,40 - 41½,48½ - 50,,,
Roamans Size Charts,Category 16,24,,48½ - 50,,,42 - 43½,50½ - 52,,,
Roamans Size Charts,Category 16,26,,50½ - 52,,,44 - 45½,52½ - 54,,,
Roamans Size Charts,Category 16,28,,52½ - 54,,,46 - 47½,54½ - 56,,,
Roamans Size Charts,Category 16,30,,54½ - 56,,,48 - 49½,56½ - 58,,,
Roamans Size Charts,Category 16,32,,56½ - 58,,,50 - 51½,58½ - 60,,,
Roamans Size Charts,Category 16,34,,58½ - 60,,,52 - 53½,60½ - 62,,,
Roamans Size Charts,Category 16,36,,60½ - 62,,,54 - 55½,62½ - 64,,,
Roamans Size Charts,Category 16,38,,62½ - 64,,,56 - 57½,64½ - 66,,,
Roamans Size Charts,Category 16,40,,64½ - 66,,,58 - 59½,66½ - 68,,,
Roamans Size Charts,Category 16,42,,66½ - 68,,,60 - 61½,68½ - 70,,,
Roamans Size Charts,Category 16,44,,68½ - 70,,,62 - 63½,70½ - 72,,,
Roamans Size Charts,Category 16,46,,70½ - 72,,,64 - 65½,72½ - 74,,,
Roamans Size Charts,Category 16,48,,72½ - 74,,,66 - 67½,74½ - 76,,,
Roamans Size Charts,Category 17,S,,37 - 38,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Category 17,M,,38½ - 42,,,32 - 35½,40½ - 44,,,
Roamans Size Charts,Category 17,L,,42½ - 46,,,36 - 39½,44½ - 48,,,
Roamans Size Charts,Category 17,1X,,46½ - 50,,,40 - 43½,48½ - 52,,,
Roamans Size Charts,Category 17,2X,,50½ - 54,,,44 - 47½,52½ - 56,,,
Roamans Size Charts,Category 17,3X,,54½ - 58,,,48 - 51½,56½ - 60,,,
Roamans Size Charts,Category 17,4X,,58½ - 62,,,52 - 55½,60½ - 64,,,
Roamans Size Charts,Category 17,5X,,62½ - 66,,,56 - 59½,64½ - 68,,,
Roamans Size Charts,Category 17,6X,,66½ - 70,,,60 - 63½,68½ - 72,,,
Roamans Size Charts,Category 17,7X,,70½ - 74,,,64 - 67½,72½ - 76,,,
Roamans Size Charts,Category 18,12,,37 - 38,,,30 - 31½,39 - 40,,,
Roamans Size Charts,Category 18,14,,38½ - 40,,,32 - 33½,40½ - 42,,,
Roamans Size Charts,Category 18,16,,40½ - 42,,,34 - 35½,42½ - 44,,,
Roamans Size Charts,Category 18,18,,42½ - 44,,,36 - 37½,44½ - 46,,,
Roamans Size Charts,Category 18,20,,44½ - 46,,,38 - 39½,46½ - 48,,,
Roamans Size Charts,Category 18,22,,46½ - 48,,,40 - 41½,48½ - 50,,,
Roamans Size Charts,Category 18,24,,48½ - 50,,,42 - 43½,50½ - 52,,,
Roamans Size Charts,Category 18,26,,50½ - 52,,,44 - 45½,52½ - 54,,,
Roamans Size Charts,Category 18,28,,52½ - 54,,,46 - 47½,54½ - 56,,,
Roamans Size Charts,Category 18,30,,54½ - 56,,,48 - 49½,56½ - 58,,,
Roamans Size Charts,Category 18,32,,56½ - 58,,,50 - 51½,58½ - 60,,,
Roamans Size Charts,Category 18,34,,58½ - 60,,,52 - 53½,60½ - 62,,,
Roamans Size Charts,Category 18,36,,60½ - 62,,,54 - 55½,62½ - 64,,,
Roamans Size Charts,Category 18,38,,62½ - 64,,,56 - 57½,64½ - 66,,,
Roamans Size Charts,Category 18,40,,64½ - 66,,,58 - 59½,66½ - 68,,,
Roamans Size Charts,Category 18,42,,66½ - 68,,,60 - 61½,68½ - 70,,,
Roamans Size Charts,Category 18,44,,68½ - 70,,,62 - 63½,70½ - 72,,,
Roamans Size Charts,Category 18,46,,70½ - 72,,,64 - 65½,72½ - 74,,,
Roamans Size Charts,Category 18,48,,72½ - 74,,,66 - 67½,74½ - 76,,,
Loft Size Charts,Tops - Alpha Sizes,XXS,29¾,31,,,23½,,,,
Loft Size Charts,Tops - Alpha Sizes,XS,30 - 30¼,32 - 33,,,24½ - 25½,,,,
Loft Size Charts,Tops - Alpha Sizes,S,30½ - 30¾,34 - 35,,,26½ - 27½,,,,
Loft Size Charts,Tops - Alpha Sizes,M,31 - 31¼,36 - 37,,,28½ - 29½,,,,
Loft Size Charts,Tops - Alpha Sizes,L,31¾ - 32,38½ - 40,,,31 - 32½,,,,
Loft Size Charts,Tops - Alpha Sizes,XL,32½,41½,,,34,,,,
Loft Size Charts,Tops - Alpha Sizes,XXL,32¾,43½,,,36,,,,
Loft Size Charts,Petite Tops - Alpha Sizes,XXS,28½,30,,,23,,,,
Loft Size Charts,Petite Tops - Alpha Sizes,XS,28¾ - 29,31 - 32,,,24 - 25,,,,
Loft Size Charts,Petite Tops - Alpha Sizes,S,29¼ - 29½,33 - 34,,,26 - 27,,,,
Loft Size Charts,Petite Tops - Alpha Sizes,M,29¾ - 31¼,35 - 37,,,28 - 29½,,,,
Loft Size Charts,Petite Tops - Alpha Sizes,L,31¾ - 32,38½ - 40,,,31 - 32½,,,,
Loft Size Charts,Petite Tops - Alpha Sizes,XL,32½,41½,,,34,,,,
Loft Size Charts,Tops - Numeric Sizes,00,29¾,31,,,23½,,,,
Loft Size Charts,Tops - Numeric Sizes,0,30,32,,,24½,,,,
Loft Size Charts,Tops - Numeric Sizes,2,30¼,33,,,25½,,,,
Loft Size Charts,Tops - Numeric Sizes,4,30½,34,,,26½,,,,
Loft Size Charts,Tops - Numeric Sizes,6,30¾,35,,,27½,,,,
Loft Size Charts,Tops - Numeric Sizes,8,31,36,,,28½,,,,
Loft Size Charts,Tops - Numeric Sizes,10,31¼,37,,,29½,,,,
Loft Size Charts,Tops - Numeric Sizes,12,31¾,38½,,,31,,,,
Loft Size Charts,Tops - Numeric Sizes,14,32,40,,,32½,,,,
Loft Size Charts,Tops - Numeric Sizes,16,32½,41½,,,34,,,,
Loft Size Charts,Tops - Numeric Sizes,18,32¾,43½,,,36,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,00,28½,30,,,23,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,0,28¾,31,,,24,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,2,29,32,,,25,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,4,29¼,33,,,26,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,6,29½,34,,,27,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,8,29¾,35,,,28,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,10,31¼,37,,,29½,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,12,31¾,38½,,,31,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,14,32,40,,,32½,,,,
Loft Size Charts,Petite Tops - Numeric Sizes,16,32½,41½,,,34,,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",00,,,,,23½,33½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",0,,,,,24½,34½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",2,,,,,25½,35½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",4,,,,,26½,36½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",6,,,,,27½,37½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",8,,,,,28½,38½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",10,,,,,29½,39½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",12,,,,,31,41,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",14,,,,,32½,42½,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",16,,,,,34,44,,,
Loft Size Charts,"Pants, Shorts and Skirts - Numeric Sizes",18,,,,,36,46,,,
Loft Size Charts,Petite Jeans,,,,,,,,Regular,31 - 33,
Loft Size Charts,Jeans,24,,,,,23,32½,,,
Loft Size Charts,Jeans,25,,,,,24,33½,,,
Loft Size Charts,Jeans,26,,,,,25,34½,,,
Loft Size Charts,Jeans,27,,,,,26,35½,,,
Loft Size Charts,Jeans,28,,,,,27,36½,,,
Loft Size Charts,Jeans,29,,,,,28,37½,,,
Loft Size Charts,Jeans,30,,,,,29½,39½,,,
Loft Size Charts,Jeans,31,,,,,31,41,,,
Loft Size Charts,Jeans,32,,,,,32½,42½,,,
Loft Size Charts,Jeans,33,,,,,34,44,,,
Loft Size Charts,Tall Jeans,,,,,,,,Petite,28 - 29,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,24,,,,,23½,33½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,25,,,,,24½,34½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,26,,,,,25½,35½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,27,,,,,26½,36½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,28,,,,,27½,37½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,29,,,,,28½,38½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,30,,,,,29½,39½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,31,,,,,31,41,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,32,,,,,32½,42½,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,33,,,,,34,44,,,
Loft Size Charts,Tall Pants and Skirts - Numeric Sizes,34,,,,,36,46,,,
Loft Size Charts,"Pants, Shorts and Skirts - Alpha Sizes",,,,,,,,Regular,31 - 33,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",24,,,,,23½,33½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",25,,,,,24½,34½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",26,,,,,25½,35½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",27,,,,,26½,36½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",28,,,,,27½,37½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",29,,,,,28½,38½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",30,,,,,29½,39½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",31,,,,,31,41,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",32,,,,,32½,42½,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",33,,,,,34,44,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Alpha Sizes",34,,,,,36,46,,,
Loft Size Charts,"Petite Pants, Shorts and Skirts - Numeric Sizes",,,,,,,,Inseam,33 - 36,
Loft Size Charts,Dresses - Numeric Sizes,00,,,,,23½,33½,,,
Loft Size Charts,Dresses - Numeric Sizes,0,,,,,24½,34½,,,
Loft Size Charts,Dresses - Numeric Sizes,2,,,,,25½,35½,,,
Loft Size Charts,Dresses - Numeric Sizes,4,,,,,26½,36½,,,
Loft Size Charts,Dresses - Numeric Sizes,6,,,,,27½,37½,,,
Loft Size Charts,Dresses - Numeric Sizes,8,,,,,28½,38½,,,
Loft Size Charts,Dresses - Numeric Sizes,10,,,,,29½,39½,,,
Loft Size Charts,Dresses - Numeric Sizes,12,,,,,31,41,,,
Loft Size Charts,Dresses - Numeric Sizes,14,,,,,32½,42½,,,
Loft Size Charts,Dresses - Numeric Sizes,16,,,,,34,44,,,
Loft Size Charts,Dresses - Numeric Sizes,18,,,,,36,46,,,
Loft Size Charts,Dresses - Alpha Sizes,,,,,,,,Tall,33 - 36,
Loft Size Charts,Petite Dresses - Alpha Sizes,XXS,,,,,23½,33½,,,
Loft Size Charts,Petite Dresses - Alpha Sizes,XS,,,,,24½ - 25½,34½ - 35½,,,
Loft Size Charts,Petite Dresses - Alpha Sizes,S,,,,,26½ - 27½,36½ - 37½,,,
Loft Size Charts,Petite Dresses - Alpha Sizes,M,,,,,28½ - 29½,38½ - 39½,,,
Loft Size Charts,Petite Dresses - Alpha Sizes,L,,,,,31 - 32½,41 - 42½,,,
Loft Size Charts,Petite Dresses - Alpha Sizes,XL,,,,,34,44,,,
Loft Size Charts,Petite Dresses - Alpha Sizes,XXL,,,,,36,46,,,
Loft Size Charts,Petite Dresses - Numeric Sizes,,,,,,,,Regular,31 - 33,
Loft Size Charts,Jackets - Numeric Sizes,XXS,,,,,23,32½,,,
Loft Size Charts,Jackets - Numeric Sizes,XS,,,,,24 - 25,33½ - 34½,,,
Loft Size Charts,Jackets - Numeric Sizes,S,,,,,26 - 27,35½ - 36½,,,
Loft Size Charts,Jackets - Numeric Sizes,M,,,,,28 - 29½,37½ - 39½,,,
Loft Size Charts,Jackets - Numeric Sizes,L,,,,,31 - 32½,41 - 42½,,,
Loft Size Charts,Jackets - Numeric Sizes,XL,,,,,34,44,,,
Loft Size Charts,Jackets - Alpha Sizes,,,,,,,,Petites,28 - 29,
Loft Size Charts,Petite Jackets - Alpha Sizes,00,,,,,23,32½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,0,,,,,24,33½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,2,,,,,25,34½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,4,,,,,26,35½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,6,,,,,27,36½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,8,,,,,28,37½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,10,,,,,29½,39½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,12,,,,,31,41,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,14,,,,,32½,42½,,,
Loft Size Charts,Petite Jackets - Alpha Sizes,16,,,,,34,44,,,
Loft Size Charts,Petite Jackets - Numeric Sizes,,,,,,,,Petite,28 - 29,
Loft Size Charts,Category 21,00,,31,,,23½,33½,,,
Loft Size Charts,Category 21,0,,32,,,24½,34½,,,
Loft Size Charts,Category 21,2,,33,,,25½,35½,,,
Loft Size Charts,Category 21,4,,34,,,26½,36½,,,
Loft Size Charts,Category 21,6,,35,,,27½,37½,,,
Loft Size Charts,Category 21,8,,36,,,28½,38½,,,
Loft Size Charts,Category 21,10,,37,,,29½,39½,,,
Loft Size Charts,Category 21,12,,38½,,,31,41,,,
Loft Size Charts,Category 21,14,,40,,,32½,42½,,,
Loft Size Charts,Category 21,16,,41½,,,34,44,,,
Loft Size Charts,Category 21,18,,43½,,,36,46,,,
Loft Size Charts,Category 22,XXS,,31,,,23½,33½,,,
Loft Size Charts,Category 22,XS,,32 - 33,,,24½ - 25½,34½ - 35½,,,
Loft Size Charts,Category 22,S,,34 - 35,,,26½ - 27½,36½ - 37½,,,
Loft Size Charts,Category 22,M,,36 - 37,,,28½ - 29½,38½ - 39½,,,
Loft Size Charts,Category 22,L,,38½ - 40,,,31 - 32½,41 - 42½,,,
Loft Size Charts,Category 22,XL,,41½,,,34,44,,,
Loft Size Charts,Category 22,XXL,,43½,,,36,46,,,
Loft Size Charts,Category 23,XXS,,30,,,23,32½,,,
Loft Size Charts,Category 23,XS,,31 - 32,,,24 - 25,33½ - 34½,,,
Loft Size Charts,Category 23,S,,33 - 34,,,26 - 27,35½ - 36½,,,
Loft Size Charts,Category 23,M,,35 - 37,,,28 - 29½,37½ - 39½,,,
Loft Size Charts,Category 23,L,,38½ - 40,,,31 - 32½,41 - 42½,,,
Loft Size Charts,Category 23,XL,,41½,,,34,44,,,
Loft Size Charts,Category 24,00,,30,,,23,32½,,,
Loft Size Charts,Category 24,0,,31,,,24,33½,,,
Loft Size Charts,Category 24,2,,32,,,25,34½,,,
Loft Size Charts,Category 24,4,,33,,,26,35½,,,
Loft Size Charts,Category 24,6,,34,,,27,36½,,,
Loft Size Charts,Category 24,8,,35,,,28,37½,,,
Loft Size Charts,Category 24,10,,37,,,29½,39½,,,
Loft Size Charts,Category 24,12,,38½,,,31,41,,,
Loft Size Charts,Category 24,14,,40,,,32½,42½,,,
Loft Size Charts,Category 24,16,,41½,,,34,44,,,
Loft Size Charts,Category 25,00,29¾,31,,,23½,33½,,,
Loft Size Charts,Category 25,0,30,32,,,24½,34½,,,
Loft Size Charts,Category 25,2,30¼,33,,,25½,35½,,,
Loft Size Charts,Category 25,4,30½,34,,,26½,36½,,,
Loft Size Charts,Category 25,6,30¾,35,,,27½,37½,,,
Loft Size Charts,Category 25,8,31,36,,,28½,38½,,,
Loft Size Charts,Category 25,10,31¼,37,,,29½,39½,,,
